predictor,n,diagnosis,score_fun,score
emerg.,126,LBBB,F1 score,0.8627450980392156
emerg.,126,SB,Precision,0.72
emerg.,126,SB,Recall,0.7777777777777778
emerg.,126,SB,Specificity,0.9938423645320197
emerg.,126,SB,F1 score,0.7692307692307692
emerg.,126,AF,Precision,0.6428571428571429
emerg.,126,AF,Recall,0.4444444444444444
emerg.,126,AF,Specificity,0.9951338199513382
emerg.,126,AF,F1 score,0.5454545454545454
emerg.,126,ST,Precision,0.9
emerg.,126,ST,Recall,0.90625
emerg.,126,ST,Specificity,0.9949558638083228
emerg.,126,ST,F1 score,0.9166666666666666
emerg.,127,1dAVb,Precision,0.5428571428571428
emerg.,127,1dAVb,Recall,0.7352941176470589
emerg.,127,1dAVb,Specificity,0.9786967418546366
emerg.,127,1dAVb,F1 score,0.6376811594202899
emerg.,127,RBBB,Precision,0.92
emerg.,127,RBBB,Recall,0.6785714285714286
emerg.,127,RBBB,Specificity,0.9974683544303797
emerg.,127,RBBB,F1 score,0.793103448275862
emerg.,127,LBBB,Precision,0.918918918918919
emerg.,127,LBBB,Recall,0.7931034482758621
emerg.,127,LBBB,Specificity,0.9974779319041615
emerg.,127,LBBB,F1 score,0.8627450980392156
emerg.,127,SB,Precision,0.72
emerg.,127,SB,Recall,0.7777777777777778
emerg.,127,SB,Specificity,0.9938423645320197
emerg.,127,SB,F1 score,0.7692307692307693
emerg.,127,AF,Precision,0.6470588235294118
emerg.,127,AF,Recall,0.4444444444444444
emerg.,127,AF,Specificity,0.9951397326852977
emerg.,127,AF,F1 score,0.5454545454545454
emerg.,127,ST,Precision,0.9
emerg.,127,ST,Recall,0.90625
emerg.,127,ST,Specificity,0.9949558638083228
emerg.,127,ST,F1 score,0.9166666666666666
emerg.,128,1dAVb,Precision,0.5428571428571428
emerg.,128,1dAVb,Recall,0.7352941176470589
emerg.,128,1dAVb,Specificity,0.9786967418546366
emerg.,128,1dAVb,F1 score,0.6382978723404255
emerg.,128,RBBB,Precision,0.9230769230769231
emerg.,128,RBBB,Recall,0.6785714285714286
emerg.,128,RBBB,Specificity,0.9974683544303797
emerg.,128,RBBB,F1 score,0.793103448275862
emerg.,128,LBBB,Precision,0.918918918918919
emerg.,128,LBBB,Recall,0.7931034482758621
emerg.,128,LBBB,Specificity,0.9974779319041615
emerg.,128,LBBB,F1 score,0.8627450980392156
emerg.,128,SB,Precision,0.72
emerg.,128,SB,Recall,0.7777777777777778
emerg.,128,SB,Specificity,0.9938423645320197
emerg.,128,SB,F1 score,0.7692307692307693
emerg.,128,AF,Precision,0.6666666666666666
emerg.,128,AF,Recall,0.4444444444444444
emerg.,128,AF,Specificity,0.9951456310679612
emerg.,128,AF,F1 score,0.5454545454545454
emerg.,128,ST,Precision,0.9
emerg.,128,ST,Recall,0.90625
emerg.,128,ST,Specificity,0.9949622166246851
emerg.,128,ST,F1 score,0.9166666666666666
emerg.,129,1dAVb,Precision,0.5454545454545454
emerg.,129,1dAVb,Recall,0.7368421052631579
emerg.,129,1dAVb,Specificity,0.9786967418546366
emerg.,129,1dAVb,F1 score,0.6382978723404256
emerg.,129,RBBB,Precision,0.9230769230769231
emerg.,129,RBBB,Recall,0.6785714285714286
emerg.,129,RBBB,Specificity,0.9974683544303797
emerg.,129,RBBB,F1 score,0.793103448275862
emerg.,129,LBBB,Precision,0.918918918918919
emerg.,129,LBBB,Recall,0.7931034482758621
emerg.,129,LBBB,Specificity,0.9974779319041615
emerg.,129,LBBB,F1 score,0.8627450980392156
emerg.,129,SB,Precision,0.7222222222222222
emerg.,129,SB,Recall,0.7777777777777778
emerg.,129,SB,Specificity,0.9938423645320197
emerg.,129,SB,F1 score,0.7692307692307693
emerg.,129,AF,Precision,0.6666666666666666
emerg.,129,AF,Recall,0.4444444444444444
emerg.,129,AF,Specificity,0.9962358845671268
emerg.,129,AF,F1 score,0.5454545454545454
emerg.,129,ST,Precision,0.9
emerg.,129,ST,Recall,0.90625
emerg.,129,ST,Specificity,0.9949622166246851
emerg.,129,ST,F1 score,0.9166666666666666
emerg.,130,1dAVb,Precision,0.5454545454545454
emerg.,130,1dAVb,Recall,0.7391304347826086
emerg.,130,1dAVb,Specificity,0.9786967418546366
emerg.,130,1dAVb,F1 score,0.6382978723404256
emerg.,130,RBBB,Precision,0.9230769230769231
emerg.,130,RBBB,Recall,0.6785714285714286
emerg.,130,RBBB,Specificity,0.9974683544303797
emerg.,130,RBBB,F1 score,0.7931034482758621
emerg.,130,LBBB,Precision,0.92
emerg.,130,LBBB,Recall,0.7931034482758621
emerg.,130,LBBB,Specificity,0.9974779319041615
emerg.,130,LBBB,F1 score,0.8627450980392156
emerg.,130,SB,Precision,0.7222222222222222
emerg.,130,SB,Recall,0.7777777777777778
emerg.,130,SB,Specificity,0.9938423645320197
emerg.,130,SB,F1 score,0.7692307692307693
emerg.,130,AF,Precision,0.6666666666666666
emerg.,130,AF,Recall,0.4444444444444444
emerg.,130,AF,Specificity,0.996268656716418
emerg.,130,AF,F1 score,0.5454545454545454
emerg.,130,ST,Precision,0.9
emerg.,130,ST,Recall,0.90625
emerg.,130,ST,Specificity,0.9949622166246851
emerg.,130,ST,F1 score,0.9166666666666666
emerg.,131,1dAVb,Precision,0.5454545454545454
emerg.,131,1dAVb,Recall,0.7391304347826086
emerg.,131,1dAVb,Specificity,0.9787234042553191
emerg.,131,1dAVb,F1 score,0.6382978723404256
emerg.,131,RBBB,Precision,0.9230769230769231
emerg.,131,RBBB,Recall,0.6785714285714286
emerg.,131,RBBB,Specificity,0.9974683544303797
emerg.,131,RBBB,F1 score,0.7931034482758621
emerg.,131,LBBB,Precision,0.92
emerg.,131,LBBB,Recall,0.7941176470588235
emerg.,131,LBBB,Specificity,0.9974811083123426
emerg.,131,LBBB,F1 score,0.8636363636363635
emerg.,131,SB,Precision,0.7222222222222222
emerg.,131,SB,Recall,0.7777777777777778
emerg.,131,SB,Specificity,0.9938423645320197
emerg.,131,SB,F1 score,0.7692307692307693
emerg.,131,AF,Precision,0.6666666666666666
emerg.,131,AF,Recall,0.4444444444444444
emerg.,131,AF,Specificity,0.996268656716418
emerg.,131,AF,F1 score,0.5454545454545454
emerg.,131,ST,Precision,0.9
emerg.,131,ST,Recall,0.90625
emerg.,131,ST,Specificity,0.9949622166246851
emerg.,131,ST,F1 score,0.9166666666666667
emerg.,132,1dAVb,Precision,0.5454545454545454
emerg.,132,1dAVb,Recall,0.7391304347826086
emerg.,132,1dAVb,Specificity,0.9787234042553191
emerg.,132,1dAVb,F1 score,0.6388888888888888
emerg.,132,RBBB,Precision,0.9230769230769231
emerg.,132,RBBB,Recall,0.6785714285714286
emerg.,132,RBBB,Specificity,0.9974683544303797
emerg.,132,RBBB,F1 score,0.7936507936507936
emerg.,132,LBBB,Precision,0.92
emerg.,132,LBBB,Recall,0.7941176470588235
emerg.,132,LBBB,Specificity,0.9974811083123426
emerg.,132,LBBB,F1 score,0.8636363636363636
emerg.,132,SB,Precision,0.7222222222222222
emerg.,132,SB,Recall,0.7777777777777778
emerg.,132,SB,Specificity,0.9938423645320197
emerg.,132,SB,F1 score,0.7727272727272727
emerg.,132,AF,Precision,0.6666666666666666
emerg.,132,AF,Recall,0.4444444444444444
emerg.,132,AF,Specificity,0.9962732919254659
emerg.,132,AF,F1 score,0.5454545454545454
emerg.,132,ST,Precision,0.9
emerg.,132,ST,Recall,0.90625
emerg.,132,ST,Specificity,0.9949622166246851
emerg.,132,ST,F1 score,0.9166666666666667
emerg.,133,1dAVb,Precision,0.5454545454545454
emerg.,133,1dAVb,Recall,0.7391304347826086
emerg.,133,1dAVb,Specificity,0.9787234042553191
emerg.,133,1dAVb,F1 score,0.6388888888888888
emerg.,133,RBBB,Precision,0.9230769230769231
emerg.,133,RBBB,Recall,0.68
emerg.,133,RBBB,Specificity,0.9974683544303797
emerg.,133,RBBB,F1 score,0.7936507936507936
emerg.,133,LBBB,Precision,0.92
emerg.,133,LBBB,Recall,0.7941176470588235
emerg.,133,LBBB,Specificity,0.9974811083123426
emerg.,133,LBBB,F1 score,0.8636363636363636
emerg.,133,SB,Precision,0.7222222222222222
emerg.,133,SB,Recall,0.7777777777777778
emerg.,133,SB,Specificity,0.9938423645320197
emerg.,133,SB,F1 score,0.7727272727272727
emerg.,133,AF,Precision,0.6666666666666666
emerg.,133,AF,Recall,0.4444444444444444
emerg.,133,AF,Specificity,0.9962779156327544
emerg.,133,AF,F1 score,0.5454545454545454
emerg.,133,ST,Precision,0.9019607843137255
emerg.,133,ST,Recall,0.90625
emerg.,133,ST,Specificity,0.9949622166246851
emerg.,133,ST,F1 score,0.9176470588235294
emerg.,134,1dAVb,Precision,0.5454545454545454
emerg.,134,1dAVb,Recall,0.7391304347826086
emerg.,134,1dAVb,Specificity,0.97875
emerg.,134,1dAVb,F1 score,0.6388888888888888
emerg.,134,RBBB,Precision,0.9230769230769231
emerg.,134,RBBB,Recall,0.68
emerg.,134,RBBB,Specificity,0.9974683544303797
emerg.,134,RBBB,F1 score,0.7936507936507937
emerg.,134,LBBB,Precision,0.92
emerg.,134,LBBB,Recall,0.7941176470588235
emerg.,134,LBBB,Specificity,0.9974811083123426
emerg.,134,LBBB,F1 score,0.8636363636363636
emerg.,134,SB,Precision,0.7222222222222222
emerg.,134,SB,Recall,0.7777777777777778
emerg.,134,SB,Specificity,0.9938423645320197
emerg.,134,SB,F1 score,0.7741935483870968
emerg.,134,AF,Precision,0.6666666666666666
emerg.,134,AF,Recall,0.45
emerg.,134,AF,Specificity,0.9962779156327544
emerg.,134,AF,F1 score,0.5454545454545454
emerg.,134,ST,Precision,0.9024390243902439
emerg.,134,ST,Recall,0.90625
emerg.,134,ST,Specificity,0.9949685534591195
emerg.,134,ST,F1 score,0.9176470588235294
emerg.,135,1dAVb,Precision,0.5454545454545454
emerg.,135,1dAVb,Recall,0.7391304347826086
emerg.,135,1dAVb,Specificity,0.97875
emerg.,135,1dAVb,F1 score,0.64
emerg.,135,RBBB,Precision,0.9230769230769231
emerg.,135,RBBB,Recall,0.6818181818181818
emerg.,135,RBBB,Specificity,0.9974683544303797
emerg.,135,RBBB,F1 score,0.7936507936507937
emerg.,135,LBBB,Precision,0.92
emerg.,135,LBBB,Recall,0.7948717948717948
emerg.,135,LBBB,Specificity,0.9974811083123426
emerg.,135,LBBB,F1 score,0.8648648648648648
emerg.,135,SB,Precision,0.7222222222222222
emerg.,135,SB,Recall,0.7777777777777778
emerg.,135,SB,Specificity,0.9938423645320197
emerg.,135,SB,F1 score,0.7741935483870968
emerg.,135,AF,Precision,0.6666666666666666
emerg.,135,AF,Recall,0.45454545454545453
emerg.,135,AF,Specificity,0.9962779156327544
emerg.,135,AF,F1 score,0.5454545454545454
emerg.,135,ST,Precision,0.9024390243902439
emerg.,135,ST,Recall,0.9069767441860465
emerg.,135,ST,Specificity,0.9949685534591195
emerg.,135,ST,F1 score,0.9176470588235294
emerg.,136,1dAVb,Precision,0.5454545454545454
emerg.,136,1dAVb,Recall,0.7391304347826086
emerg.,136,1dAVb,Specificity,0.97875
emerg.,136,1dAVb,F1 score,0.64
emerg.,136,RBBB,Precision,0.9230769230769231
emerg.,136,RBBB,Recall,0.6818181818181818
emerg.,136,RBBB,Specificity,0.9974715549936789
emerg.,136,RBBB,F1 score,0.7936507936507937
emerg.,136,LBBB,Precision,0.92
emerg.,136,LBBB,Recall,0.8
emerg.,136,LBBB,Specificity,0.9974811083123426
emerg.,136,LBBB,F1 score,0.8656716417910447
emerg.,136,SB,Precision,0.7222222222222222
emerg.,136,SB,Recall,0.7777777777777778
emerg.,136,SB,Specificity,0.9938423645320197
emerg.,136,SB,F1 score,0.7741935483870968
emerg.,136,AF,Precision,0.6666666666666666
emerg.,136,AF,Recall,0.45454545454545453
emerg.,136,AF,Specificity,0.9962779156327544
emerg.,136,AF,F1 score,0.5454545454545454
emerg.,136,ST,Precision,0.9024390243902439
emerg.,136,ST,Recall,0.9069767441860465
emerg.,136,ST,Specificity,0.9949685534591195
emerg.,136,ST,F1 score,0.9176470588235294
emerg.,137,1dAVb,Precision,0.5476190476190477
emerg.,137,1dAVb,Recall,0.7391304347826086
emerg.,137,1dAVb,Specificity,0.97875
emerg.,137,1dAVb,F1 score,0.64
emerg.,137,RBBB,Precision,0.9230769230769231
emerg.,137,RBBB,Recall,0.6829268292682927
emerg.,137,RBBB,Specificity,0.9974715549936789
emerg.,137,RBBB,F1 score,0.7936507936507937
emerg.,137,LBBB,Precision,0.92
emerg.,137,LBBB,Recall,0.8
emerg.,137,LBBB,Specificity,0.9974811083123426
emerg.,137,LBBB,F1 score,0.8656716417910447
emerg.,137,SB,Precision,0.7222222222222222
emerg.,137,SB,Recall,0.7777777777777778
emerg.,137,SB,Specificity,0.9938423645320197
emerg.,137,SB,F1 score,0.7741935483870968
emerg.,137,AF,Precision,0.6666666666666666
emerg.,137,AF,Recall,0.45454545454545453
emerg.,137,AF,Specificity,0.9962871287128713
emerg.,137,AF,F1 score,0.5454545454545454
emerg.,137,ST,Precision,0.9024390243902439
emerg.,137,ST,Recall,0.9069767441860465
emerg.,137,ST,Specificity,0.9949748743718593
emerg.,137,ST,F1 score,0.9176470588235294
emerg.,138,1dAVb,Precision,0.5476190476190477
emerg.,138,1dAVb,Recall,0.7407407407407407
emerg.,138,1dAVb,Specificity,0.97875
emerg.,138,1dAVb,F1 score,0.641025641025641
emerg.,138,RBBB,Precision,0.9230769230769231
emerg.,138,RBBB,Recall,0.6829268292682927
emerg.,138,RBBB,Specificity,0.9974715549936789
emerg.,138,RBBB,F1 score,0.7936507936507937
emerg.,138,LBBB,Precision,0.92
emerg.,138,LBBB,Recall,0.8
emerg.,138,LBBB,Specificity,0.9974811083123426
emerg.,138,LBBB,F1 score,0.8666666666666665
emerg.,138,SB,Precision,0.7222222222222222
emerg.,138,SB,Recall,0.782608695652174
emerg.,138,SB,Specificity,0.993849938499385
emerg.,138,SB,F1 score,0.7741935483870968
emerg.,138,AF,Precision,0.6666666666666666
emerg.,138,AF,Recall,0.45454545454545453
emerg.,138,AF,Specificity,0.9962871287128713
emerg.,138,AF,F1 score,0.5454545454545455
emerg.,138,ST,Precision,0.9024390243902439
emerg.,138,ST,Recall,0.9090909090909091
emerg.,138,ST,Specificity,0.9949748743718593
emerg.,138,ST,F1 score,0.9176470588235294
emerg.,139,1dAVb,Precision,0.5476190476190477
emerg.,139,1dAVb,Recall,0.7407407407407407
emerg.,139,1dAVb,Specificity,0.978776529338327
emerg.,139,1dAVb,F1 score,0.6410256410256411
emerg.,139,RBBB,Precision,0.9230769230769231
emerg.,139,RBBB,Recall,0.6842105263157895
emerg.,139,RBBB,Specificity,0.9974715549936789
emerg.,139,RBBB,F1 score,0.7941176470588235
emerg.,139,LBBB,Precision,0.92
emerg.,139,LBBB,Recall,0.8
emerg.,139,LBBB,Specificity,0.9974811083123426
emerg.,139,LBBB,F1 score,0.8666666666666666
emerg.,139,SB,Precision,0.7222222222222222
emerg.,139,SB,Recall,0.7857142857142857
emerg.,139,SB,Specificity,0.993849938499385
emerg.,139,SB,F1 score,0.7741935483870968
emerg.,139,AF,Precision,0.6666666666666666
emerg.,139,AF,Recall,0.45454545454545453
emerg.,139,AF,Specificity,0.9962871287128713
emerg.,139,AF,F1 score,0.5454545454545455
emerg.,139,ST,Precision,0.9024390243902439
emerg.,139,ST,Recall,0.9090909090909091
emerg.,139,ST,Specificity,0.9949748743718593
emerg.,139,ST,F1 score,0.9180327868852458
emerg.,140,1dAVb,Precision,0.5483870967741935
emerg.,140,1dAVb,Recall,0.7407407407407407
emerg.,140,1dAVb,Specificity,0.978776529338327
emerg.,140,1dAVb,F1 score,0.6415094339622641
emerg.,140,RBBB,Precision,0.9230769230769231
emerg.,140,RBBB,Recall,0.6842105263157895
emerg.,140,RBBB,Specificity,0.9974715549936789
emerg.,140,RBBB,F1 score,0.7945205479452054
emerg.,140,LBBB,Precision,0.92
emerg.,140,LBBB,Recall,0.8
emerg.,140,LBBB,Specificity,0.9974811083123426
emerg.,140,LBBB,F1 score,0.8666666666666666
emerg.,140,SB,Precision,0.7222222222222222
emerg.,140,SB,Recall,0.7857142857142857
emerg.,140,SB,Specificity,0.993849938499385
emerg.,140,SB,F1 score,0.7741935483870969
emerg.,140,AF,Precision,0.6666666666666666
emerg.,140,AF,Recall,0.45454545454545453
emerg.,140,AF,Specificity,0.9962917181705809
emerg.,140,AF,F1 score,0.5454545454545455
emerg.,140,ST,Precision,0.9032258064516129
emerg.,140,ST,Recall,0.9090909090909091
emerg.,140,ST,Specificity,0.9949748743718593
emerg.,140,ST,F1 score,0.9180327868852458
emerg.,141,1dAVb,Precision,0.5483870967741935
emerg.,141,1dAVb,Recall,0.7407407407407407
emerg.,141,1dAVb,Specificity,0.978776529338327
emerg.,141,1dAVb,F1 score,0.6415094339622641
emerg.,141,RBBB,Precision,0.9230769230769231
emerg.,141,RBBB,Recall,0.6842105263157895
emerg.,141,RBBB,Specificity,0.9974715549936789
emerg.,141,RBBB,F1 score,0.7999999999999999
emerg.,141,LBBB,Precision,0.9210526315789473
emerg.,141,LBBB,Recall,0.8
emerg.,141,LBBB,Specificity,0.9974811083123426
emerg.,141,LBBB,F1 score,0.8666666666666666
emerg.,141,SB,Precision,0.7272727272727273
emerg.,141,SB,Recall,0.7857142857142857
emerg.,141,SB,Specificity,0.993849938499385
emerg.,141,SB,F1 score,0.7741935483870969
emerg.,141,AF,Precision,0.6666666666666666
emerg.,141,AF,Recall,0.45454545454545453
emerg.,141,AF,Specificity,0.9962917181705809
emerg.,141,AF,F1 score,0.5454545454545455
emerg.,141,ST,Precision,0.9032258064516129
emerg.,141,ST,Recall,0.9090909090909091
emerg.,141,ST,Specificity,0.9949748743718593
emerg.,141,ST,F1 score,0.9180327868852459
emerg.,142,1dAVb,Precision,0.5483870967741935
emerg.,142,1dAVb,Recall,0.7407407407407407
emerg.,142,1dAVb,Specificity,0.978776529338327
emerg.,142,1dAVb,F1 score,0.6415094339622642
emerg.,142,RBBB,Precision,0.9230769230769231
emerg.,142,RBBB,Recall,0.6842105263157895
emerg.,142,RBBB,Specificity,0.9974715549936789
emerg.,142,RBBB,F1 score,0.7999999999999999
emerg.,142,LBBB,Precision,0.9210526315789473
emerg.,142,LBBB,Recall,0.8
emerg.,142,LBBB,Specificity,0.9974811083123426
emerg.,142,LBBB,F1 score,0.8674698795180723
emerg.,142,SB,Precision,0.7272727272727273
emerg.,142,SB,Recall,0.7857142857142857
emerg.,142,SB,Specificity,0.993849938499385
emerg.,142,SB,F1 score,0.7741935483870969
emerg.,142,AF,Precision,0.6666666666666666
emerg.,142,AF,Recall,0.46153846153846156
emerg.,142,AF,Specificity,0.9962917181705809
emerg.,142,AF,F1 score,0.5454545454545455
emerg.,142,ST,Precision,0.9032258064516129
emerg.,142,ST,Recall,0.9090909090909091
emerg.,142,ST,Specificity,0.9949811794228356
emerg.,142,ST,F1 score,0.9180327868852459
emerg.,143,1dAVb,Precision,0.5483870967741935
emerg.,143,1dAVb,Recall,0.7407407407407407
emerg.,143,1dAVb,Specificity,0.978776529338327
emerg.,143,1dAVb,F1 score,0.6415094339622642
emerg.,143,RBBB,Precision,0.9230769230769231
emerg.,143,RBBB,Recall,0.6842105263157895
emerg.,143,RBBB,Specificity,0.9974715549936789
emerg.,143,RBBB,F1 score,0.7999999999999999
emerg.,143,LBBB,Precision,0.9230769230769231
emerg.,143,LBBB,Recall,0.8
emerg.,143,LBBB,Specificity,0.9974811083123426
emerg.,143,LBBB,F1 score,0.8679245283018867
emerg.,143,SB,Precision,0.7272727272727273
emerg.,143,SB,Recall,0.7857142857142857
emerg.,143,SB,Specificity,0.993849938499385
emerg.,143,SB,F1 score,0.7741935483870969
emerg.,143,AF,Precision,0.6666666666666666
emerg.,143,AF,Recall,0.46153846153846156
emerg.,143,AF,Specificity,0.9962917181705809
emerg.,143,AF,F1 score,0.5454545454545455
emerg.,143,ST,Precision,0.9032258064516129
emerg.,143,ST,Recall,0.9090909090909091
emerg.,143,ST,Specificity,0.9949811794228356
emerg.,143,ST,F1 score,0.9180327868852459
emerg.,144,1dAVb,Precision,0.5517241379310345
emerg.,144,1dAVb,Recall,0.7419354838709677
emerg.,144,1dAVb,Specificity,0.9788029925187033
emerg.,144,1dAVb,F1 score,0.6415094339622642
emerg.,144,RBBB,Precision,0.9230769230769231
emerg.,144,RBBB,Recall,0.6851851851851852
emerg.,144,RBBB,Specificity,0.9974715549936789
emerg.,144,RBBB,F1 score,0.7999999999999999
emerg.,144,LBBB,Precision,0.9230769230769231
emerg.,144,LBBB,Recall,0.8
emerg.,144,LBBB,Specificity,0.9974811083123426
emerg.,144,LBBB,F1 score,0.8679245283018867
emerg.,144,SB,Precision,0.7272727272727273
emerg.,144,SB,Recall,0.7857142857142857
emerg.,144,SB,Specificity,0.993849938499385
emerg.,144,SB,F1 score,0.7741935483870969
emerg.,144,AF,Precision,0.6666666666666666
emerg.,144,AF,Recall,0.46153846153846156
emerg.,144,AF,Specificity,0.9962917181705809
emerg.,144,AF,F1 score,0.5454545454545455
emerg.,144,ST,Precision,0.9032258064516129
emerg.,144,ST,Recall,0.9090909090909091
emerg.,144,ST,Specificity,0.9949811794228356
emerg.,144,ST,F1 score,0.9180327868852459
emerg.,145,1dAVb,Precision,0.5517241379310345
emerg.,145,1dAVb,Recall,0.7419354838709677
emerg.,145,1dAVb,Specificity,0.9788029925187033
emerg.,145,1dAVb,F1 score,0.6428571428571429
emerg.,145,RBBB,Precision,0.9230769230769231
emerg.,145,RBBB,Recall,0.6857142857142857
emerg.,145,RBBB,Specificity,0.9974715549936789
emerg.,145,RBBB,F1 score,0.7999999999999999
emerg.,145,LBBB,Precision,0.9230769230769231
emerg.,145,LBBB,Recall,0.8
emerg.,145,LBBB,Specificity,0.9974811083123426
emerg.,145,LBBB,F1 score,0.8679245283018867
emerg.,145,SB,Precision,0.7272727272727273
emerg.,145,SB,Recall,0.7857142857142857
emerg.,145,SB,Specificity,0.993849938499385
emerg.,145,SB,F1 score,0.7741935483870969
emerg.,145,AF,Precision,0.6666666666666666
emerg.,145,AF,Recall,0.46153846153846156
emerg.,145,AF,Specificity,0.9962917181705809
emerg.,145,AF,F1 score,0.5454545454545455
emerg.,145,ST,Precision,0.9032258064516129
emerg.,145,ST,Recall,0.9090909090909091
emerg.,145,ST,Specificity,0.9949811794228356
emerg.,145,ST,F1 score,0.9180327868852459
emerg.,146,1dAVb,Precision,0.5517241379310345
emerg.,146,1dAVb,Recall,0.7419354838709677
emerg.,146,1dAVb,Specificity,0.9788029925187033
emerg.,146,1dAVb,F1 score,0.6428571428571429
emerg.,146,RBBB,Precision,0.9230769230769231
emerg.,146,RBBB,Recall,0.6857142857142857
emerg.,146,RBBB,Specificity,0.9974715549936789
emerg.,146,RBBB,F1 score,0.7999999999999999
emerg.,146,LBBB,Precision,0.9230769230769231
emerg.,146,LBBB,Recall,0.8
emerg.,146,LBBB,Specificity,0.9974842767295597
emerg.,146,LBBB,F1 score,0.8679245283018868
emerg.,146,SB,Precision,0.7272727272727273
emerg.,146,SB,Recall,0.7857142857142857
emerg.,146,SB,Specificity,0.9938574938574939
emerg.,146,SB,F1 score,0.7741935483870969
emerg.,146,AF,Precision,0.6666666666666666
emerg.,146,AF,Recall,0.46153846153846156
emerg.,146,AF,Specificity,0.9962962962962963
emerg.,146,AF,F1 score,0.5454545454545455
emerg.,146,ST,Precision,0.9032258064516129
emerg.,146,ST,Recall,0.9090909090909091
emerg.,146,ST,Specificity,0.9949811794228356
emerg.,146,ST,F1 score,0.9180327868852459
emerg.,147,1dAVb,Precision,0.5517241379310345
emerg.,147,1dAVb,Recall,0.7419354838709677
emerg.,147,1dAVb,Specificity,0.9788029925187033
emerg.,147,1dAVb,F1 score,0.6451612903225806
emerg.,147,RBBB,Precision,0.9230769230769231
emerg.,147,RBBB,Recall,0.6857142857142857
emerg.,147,RBBB,Specificity,0.9974715549936789
emerg.,147,RBBB,F1 score,0.7999999999999999
emerg.,147,LBBB,Precision,0.9230769230769231
emerg.,147,LBBB,Recall,0.8
emerg.,147,LBBB,Specificity,0.9974842767295597
emerg.,147,LBBB,F1 score,0.8679245283018869
emerg.,147,SB,Precision,0.7272727272727273
emerg.,147,SB,Recall,0.7857142857142857
emerg.,147,SB,Specificity,0.9938574938574939
emerg.,147,SB,F1 score,0.7777777777777777
emerg.,147,AF,Precision,0.6666666666666666
emerg.,147,AF,Recall,0.46153846153846156
emerg.,147,AF,Specificity,0.9962962962962963
emerg.,147,AF,F1 score,0.5517241379310345
emerg.,147,ST,Precision,0.9032258064516129
emerg.,147,ST,Recall,0.9090909090909091
emerg.,147,ST,Specificity,0.9949874686716792
emerg.,147,ST,F1 score,0.918918918918919
emerg.,148,1dAVb,Precision,0.5526315789473685
emerg.,148,1dAVb,Recall,0.7428571428571429
emerg.,148,1dAVb,Specificity,0.9788029925187033
emerg.,148,1dAVb,F1 score,0.6451612903225806
emerg.,148,RBBB,Precision,0.9230769230769231
emerg.,148,RBBB,Recall,0.6857142857142857
emerg.,148,RBBB,Specificity,0.9974715549936789
emerg.,148,RBBB,F1 score,0.7999999999999999
emerg.,148,LBBB,Precision,0.9230769230769231
emerg.,148,LBBB,Recall,0.8
emerg.,148,LBBB,Specificity,0.9974842767295597
emerg.,148,LBBB,F1 score,0.8679245283018869
emerg.,148,SB,Precision,0.7272727272727273
emerg.,148,SB,Recall,0.7857142857142857
emerg.,148,SB,Specificity,0.9938574938574939
emerg.,148,SB,F1 score,0.7777777777777777
emerg.,148,AF,Precision,0.6666666666666666
emerg.,148,AF,Recall,0.46153846153846156
emerg.,148,AF,Specificity,0.9962962962962963
emerg.,148,AF,F1 score,0.5517241379310345
emerg.,148,ST,Precision,0.9032258064516129
emerg.,148,ST,Recall,0.9090909090909091
emerg.,148,ST,Specificity,0.9949874686716792
emerg.,148,ST,F1 score,0.918918918918919
emerg.,149,1dAVb,Precision,0.5526315789473685
emerg.,149,1dAVb,Recall,0.7428571428571429
emerg.,149,1dAVb,Specificity,0.9788029925187033
emerg.,149,1dAVb,F1 score,0.6451612903225806
emerg.,149,RBBB,Precision,0.9230769230769231
emerg.,149,RBBB,Recall,0.6857142857142857
emerg.,149,RBBB,Specificity,0.9974715549936789
emerg.,149,RBBB,F1 score,0.7999999999999999
emerg.,149,LBBB,Precision,0.9230769230769231
emerg.,149,LBBB,Recall,0.8
emerg.,149,LBBB,Specificity,0.9974842767295597
emerg.,149,LBBB,F1 score,0.8679245283018869
emerg.,149,SB,Precision,0.7272727272727273
emerg.,149,SB,Recall,0.7857142857142857
emerg.,149,SB,Specificity,0.9938574938574939
emerg.,149,SB,F1 score,0.7777777777777777
emerg.,149,AF,Precision,0.6666666666666666
emerg.,149,AF,Recall,0.46153846153846156
emerg.,149,AF,Specificity,0.9962962962962963
emerg.,149,AF,F1 score,0.5555555555555556
emerg.,149,ST,Precision,0.9047619047619048
emerg.,149,ST,Recall,0.9090909090909091
emerg.,149,ST,Specificity,0.9949874686716792
emerg.,149,ST,F1 score,0.918918918918919
emerg.,150,1dAVb,Precision,0.5526315789473685
emerg.,150,1dAVb,Recall,0.75
emerg.,150,1dAVb,Specificity,0.9788029925187033
emerg.,150,1dAVb,F1 score,0.6451612903225806
emerg.,150,RBBB,Precision,0.9230769230769231
emerg.,150,RBBB,Recall,0.6857142857142857
emerg.,150,RBBB,Specificity,0.9974715549936789
emerg.,150,RBBB,F1 score,0.7999999999999999
emerg.,150,LBBB,Precision,0.9230769230769231
emerg.,150,LBBB,Recall,0.8
emerg.,150,LBBB,Specificity,0.9974842767295597
emerg.,150,LBBB,F1 score,0.868421052631579
emerg.,150,SB,Precision,0.7272727272727273
emerg.,150,SB,Recall,0.7857142857142857
